,event_date,longitude,latitude,treecover2000
409,2008-03-16 00:00:00,-84.2992,39.096,7
410,2008-03-20 23:00:00,125.4616,6.5309,0
411,2008-03-22 00:00:00,108.45,21.85,0
412,2008-03-24 00:00:00,-80.707,40.5573,0
413,2008-03-26 00:00:00,6.1628,62.4746,0
414,2008-03-28 00:00:00,-84.5657,39.1072,0
415,2008-04-01 00:00:00,-90.4312,38.9716,100
416,2008-04-01 00:00:00,-78.5347,-0.2196,44
417,2008-04-05 00:00:00,74.9985,33.9337,0
418,2008-04-05 00:00:00,73.1879,34.6861,0
419,2008-04-08 00:00:00,-80.0726,40.5531,0
420,2008-04-09 00:00:00,144.9642,-6.0377,72
421,2008-04-11 00:00:00,-90.857,43.6516,0
422,2008-04-11 00:00:00,-77.6613,-9.2965,0
423,2008-04-13 00:00:00,-106.4879,39.625,0
424,2008-04-16 00:00:00,100.4322,-0.9672,94
425,2008-04-16 00:00:00,-77.1007,18.4054,0
426,2008-04-19 00:00:00,13.4343,54.417,0
427,2008-04-19 00:00:00,110.85,31.1667,0
428,2008-04-20 00:00:00,178.4367,-17.9665,73
429,2008-04-20 00:00:00,114.0684,22.5777,47
430,2008-04-23 07:30:00,101.7673,3.185,81
431,2008-04-25 00:00:00,-91.6396,44.0344,22
432,2008-04-27 00:00:00,80.1744,6.7397,0
433,2008-04-28 00:00:00,80.3643,6.9634,90
434,2008-04-29 00:00:00,-71.6923,44.4175,100
435,2008-04-29 00:00:00,-72.0358,43.3207,22
436,2008-04-29 00:00:00,-117.8532,50.3162,97
437,2008-05-01 00:00:00,80.0317,7.1907,82
438,2008-05-02 00:00:00,123.8827,10.4014,72
439,2008-05-02 03:00:00,9.2307,61.9934,0
440,2008-05-05 00:00:00,23.3981,43.0797,62
441,2008-05-05 00:00:00,74.9845,33.9513,0
442,2008-05-05 00:00:00,136.0438,-4.4032,98
443,2008-05-06 00:00:00,-2.9383,50.729,0
444,2008-05-07 00:00:00,123.7183,10.5339,76
445,2008-05-09 00:00:00,106.4167,23.1333,0
446,2008-05-09 00:00:00,175.2362,-41.5877,0
447,2008-05-09 00:00:00,-79.7199,36.6619,91
448,2008-05-11 05:45:00,-76.9216,38.8162,16
449,2008-05-12 00:00:00,-81.2584,38.1362,99
450,2008-05-13 00:00:00,123.26,9.2903,44
451,2008-05-14 00:00:00,123.2211,9.2404,87
452,2008-05-17 00:00:00,-116.9875,51.3336,85
453,2008-05-17 00:00:00,120.6769,16.3639,100
454,2008-05-17 00:00:00,103.4823163,31.06891436,62
455,2008-05-17 00:00:00,122.4742,11.0551,0
456,2008-05-18 00:00:00,120.832,16.4956,0
457,2008-05-18 00:00:00,120.7967,16.7489,92
458,2008-05-18 00:00:00,-117.4619,49.7701,0
459,2008-05-19 00:00:00,112.5827,-7.0678,11
460,2008-05-20 00:00:00,-84.5289,39.0447,69
461,2008-05-20 00:00:00,178.3623,-18.0903,97
462,2008-05-21 00:00:00,-122.197,47.5023,0
463,2008-05-22 00:00:00,-117.6428,33.7112,0
464,2008-05-22 00:00:00,-70.4516,-34.103,0
465,2008-05-23 00:00:00,-118.0459,34.1742,21
466,2008-05-24 00:00:00,72.3183,34.8685,45
467,2008-05-24 00:00:00,123.8852,10.3472,0
468,2008-05-28 00:00:00,76.8403,9.7327,67
469,2008-05-28 00:00:00,-106.7839,39.3707,43
470,2008-05-29 00:00:00,-85.3555,10.4024,88
471,2008-05-29 00:00:00,121.2541,14.7231,78
472,2008-05-30 00:00:00,7.376,45.7513,28
473,2008-05-30 00:00:00,7.6639,44.6467,0
474,2008-05-30 00:00:00,7.1526,44.8098,0
475,2008-05-30 00:00:00,80.3897,6.6643,68
476,2008-05-31 00:00:00,-75.6039,6.2746,0
477,2008-06-01 00:00:00,-90.6755,14.4226,75
478,2008-06-02 00:00:00,43.6319,15.5892,0
479,2008-06-02 00:00:00,-89.2687,13.7205,94
480,2008-06-02 00:00:00,35.7774,0.4406,49
481,2008-06-02 06:00:00,123.8359355,10.33602912,0
482,2008-06-06 00:00:00,73.8377,15.3925,0
483,2008-06-06 00:00:00,114.0818,22.6214,0
484,2008-06-06 00:00:00,123.9013,10.3114,0
485,2008-06-06 00:00:00,120.280149,-8.773461589,0
486,2008-06-06 00:00:00,152.8915,-26.8494,90
487,2008-06-07 00:00:00,114.0519,22.3682,79
488,2008-06-07 00:00:00,106.7361,10.7069,10
489,2008-06-07 00:00:00,113.5051,22.7102,0
490,2008-06-07 00:00:00,-86.4209,39.4279,0
491,2008-06-09 00:00:00,93.9784,24.6596,0
492,2008-06-10 00:00:00,119.6038,-4.8386,0
493,2008-06-12 00:00:00,131.5241,33.2367,74
494,2008-06-13 10:20:00,111.3054,37.7356,0
495,2008-06-14 00:00:00,141.0151,38.7175,1
496,2008-06-14 00:00:00,93.6287,27.0998,20
497,2008-06-15 00:00:00,94.0989,27.2298,39
498,2008-06-15 00:00:00,75.0944,32.5659,0
499,2008-06-16 00:00:00,-75.2291,41.942,0
500,2008-06-16 00:00:00,114.3093,30.5475,0
501,2008-06-18 00:00:00,30.6667,-30.3167,16
502,2008-06-18 00:00:00,-90.5403,14.651,0
503,2008-06-19 00:00:00,93.8275,24.9336,0
504,2008-06-20 00:00:00,30.6551,-30.4489,12
505,2008-06-20 00:00:00,-92.9331,35.7885,100
506,2008-06-21 00:00:00,124.6815,6.2189,0
507,2008-06-21 00:00:00,123.08,10.26,0
508,2008-06-21 00:00:00,124.2396,7.1514,89
509,2008-06-21 00:00:00,130.5773,32.6457,90
