event_date,longitude,latitude,landslide_size
2008-05-22 00:00:00,-117.6428,33.7112,medium
2008-05-22 00:00:00,-70.4516,-34.103,medium
2008-05-23 00:00:00,-118.0459,34.1742,small
2008-05-24 00:00:00,72.3183,34.8685,medium
2008-05-24 00:00:00,123.8852,10.3472,medium
2008-05-28 00:00:00,76.8403,9.7327,medium
2008-05-28 00:00:00,-106.7839,39.3707,small
2008-05-29 00:00:00,-85.3555,10.4024,medium
2008-05-29 00:00:00,121.2541,14.7231,medium
2008-05-30 00:00:00,7.376,45.7513,medium
2008-05-30 00:00:00,7.6639,44.6467,medium
2008-05-30 00:00:00,7.1526,44.8098,medium
2008-05-30 00:00:00,80.3897,6.6643,medium
2008-05-31 00:00:00,-75.6039,6.2746,large
2008-06-01 00:00:00,-90.6755,14.4226,medium
2008-06-02 00:00:00,43.6319,15.5892,medium
2008-06-02 00:00:00,-89.2687,13.7205,medium
2008-06-02 00:00:00,35.7774,0.4406,large
2008-06-02 06:00:00,123.8359355,10.33602912,medium
2008-06-06 00:00:00,73.8377,15.3925,medium
2008-06-06 00:00:00,114.0818,22.6214,medium
2008-06-06 00:00:00,123.9013,10.3114,medium
2008-06-06 00:00:00,120.280149,-8.773461589,medium
2008-06-06 00:00:00,152.8915,-26.8494,small
2008-06-07 00:00:00,114.0519,22.3682,medium
2008-06-07 00:00:00,106.7361,10.7069,medium
2008-06-07 00:00:00,113.5051,22.7102,medium
2008-06-07 00:00:00,-86.4209,39.4279,medium
2008-06-09 00:00:00,93.9784,24.6596,medium
2008-06-10 00:00:00,119.6038,-4.8386,medium
2008-06-12 00:00:00,131.5241,33.2367,medium
2008-06-13 10:20:00,111.3054,37.7356,large
2008-06-14 00:00:00,141.0151,38.7175,large
2008-06-14 00:00:00,93.6287,27.0998,large
2008-06-15 00:00:00,94.0989,27.2298,medium
2008-06-15 00:00:00,75.0944,32.5659,medium
2008-06-16 00:00:00,-75.2291,41.942,small
2008-06-16 00:00:00,114.3093,30.5475,medium
2008-06-18 00:00:00,30.6667,-30.3167,medium
2008-06-18 00:00:00,-90.5403,14.651,medium
2008-06-19 00:00:00,93.8275,24.9336,medium
2008-06-20 00:00:00,30.6551,-30.4489,medium
2008-06-20 00:00:00,-92.9331,35.7885,small
2008-06-21 00:00:00,124.6815,6.2189,medium
2008-06-21 00:00:00,123.08,10.26,medium
2008-06-21 00:00:00,124.2396,7.1514,medium
2008-06-21 00:00:00,130.5773,32.6457,medium
2008-06-22 00:00:00,102.72,25.04,large
2008-06-22 00:00:00,130.9333,32.2667,medium
2008-06-23 00:00:00,45.7167,41.75,medium
2008-06-24 00:00:00,121.9823,6.9517,medium
2008-06-25 00:00:00,76.69,11.41,medium
2008-06-25 00:00:00,115.89,28.67,medium
2008-06-26 00:00:00,118.2,31.07,medium
2008-06-27 00:00:00,113.02,25.79,large
2008-06-29 00:00:00,123.31,9.53,medium
2008-06-29 00:00:00,-74.27,40.78,small
2008-06-29 00:00:00,114.05,22.54,large
2008-06-29 00:00:00,88.28,26.89,medium
2008-06-29 00:00:00,-4.05,5.4833,medium
2008-06-30 00:00:00,88.482,27.0771,medium
2008-06-30 00:00:00,103.5,31.02,large
2008-07-01 00:00:00,103.49,31.07,large
2008-07-01 00:00:00,-121.58,50.23,small
2008-07-01 00:00:00,-118.82,52.96,medium
2008-07-01 00:00:00,-119.22,53.03,small
2008-07-02 00:00:00,121.05,14.47,medium
2008-07-03 00:00:00,-122.1,47.54,small
2008-07-03 00:00:00,92.0,21.44,medium
2008-07-03 10:30:00,-122.1185,47.5498,small
2008-07-05 00:00:00,108.02,36.04,medium
2008-07-05 00:00:00,-105.19,35.46,medium
2008-07-06 00:00:00,18.66,-33.15,medium
2008-07-07 00:00:00,104.1,30.71,medium
2008-07-09 00:00:00,-81.6,38.34,small
2008-07-09 00:00:00,-91.07,42.8,small
