event_date,longitude,latitude,elevation
2007-02-07 00:00:00,-3.2243,50.7035,36.0
2007-02-11 00:00:00,177.55,-18.0167,32.0
2007-02-11 00:00:00,-122.3494,38.4909,90.0
2007-02-11 00:00:00,114.6667,4.4999,95.0
2007-02-13 00:00:00,-4.9527,50.4444,106.0
2007-02-14 00:00:00,-0.15430659,51.28777211,126.0
2007-02-15 00:00:00,-121.895,45.6993,98.0
2007-02-19 00:00:00,110.141,-7.28,670.0
2007-02-25 00:00:00,73.7667,33.8667,1579.0
2007-02-25 14:30:00,-122.7066,45.5259,188.0
2007-02-27 00:00:00,-122.4629,37.7923,115.0
2007-03-02 23:00:00,-77.2682,38.6009,38.0
2007-03-03 00:00:00,120.4401609,-8.626481143,1344.0
2007-03-12 00:00:00,74.9112,34.0935,1964.0
2007-03-14 00:00:00,-2.4244,52.456,114.0
2007-03-19 00:00:00,74.3333,33.8778,2709.0
2007-03-20 00:00:00,73.494,33.5708,678.0
2007-03-21 00:00:00,73.038,33.7033,552.0
2007-03-21 00:00:00,82.1667,28.3667,1277.0
2007-03-22 00:00:00,101.698,2.943,77.0
2007-03-22 00:00:00,-81.4305,40.5175,316.0
2007-03-23 00:00:00,74.3313,33.9659,3663.0
2007-03-24 03:30:00,-122.3236,49.1461,105.0
2007-03-25 00:00:00,70.1951,39.0071,1401.0
2007-03-26 00:00:00,43.9605,15.4508,2652.0
2007-03-28 00:00:00,69.1696,34.5353,1796.0
2007-03-28 09:00:00,-122.7069,45.5113,148.0
2007-04-01 00:00:00,71.188,39.221,1873.0
2007-04-02 00:00:00,108.1536,29.3014,298.0
2007-04-03 08:35:00,69.118,38.2616,713.0
2007-04-06 00:00:00,-79.916,40.4377,340.0
2007-04-11 00:00:00,88.6193,27.4459,1957.0
2007-04-13 00:00:00,-1.2144,41.8741,239.0
2007-04-13 00:00:00,-79.9468,40.4267,266.0
2007-04-14 00:00:00,-73.7771,45.3226,30.0
2007-04-15 00:00:00,-82.4931,37.4325,220.0
2007-04-17 00:00:00,68.214,38.533,734.0
2007-04-20 00:00:00,-82.5186,37.4814,206.0
2007-04-21 00:00:00,110.4167,-6.9667,7.0
2007-04-23 00:00:00,-2.301,37.3385,547.0
2007-04-24 00:00:00,-96.4576,42.4941,340.0
2007-05-01 00:00:00,118.8947,-2.6857,45.0
2007-05-05 00:00:00,178.25,-17.56,62.0
2007-05-19 00:00:00,23.6083,43.1083,667.0
2007-05-20 00:00:00,23.2109,42.6452,844.0
2007-05-21 00:00:00,-75.6941,4.8081,1398.0
2007-05-23 00:00:00,88.6069,27.3383,1516.0
2007-05-25 00:00:00,105.2333,33.9334,1700.0
2007-05-25 00:00:00,101.5333,28.9973,3637.0
2007-05-27 00:00:00,-1.1957,50.6297,71.0
2007-05-28 00:00:00,-128.5677,54.5121,71.0
2007-05-28 00:00:00,43.3948,38.5035,1724.0
2007-06-01 00:00:00,-105.8752,40.0929,2570.0
2007-06-11 00:00:00,118.288,25.934,715.0
2007-06-11 00:00:00,102.8667,28.0333,2061.0
2007-06-11 00:00:00,111.792,26.443,116.0
2007-06-11 00:00:00,116.036,27.278,677.0
2007-06-11 00:00:00,113.493,22.854,-1.0
2007-06-11 00:00:00,113.247,22.76,-2.0
2007-06-17 00:00:00,112.188,31.2912,102.0
2007-06-24 00:00:00,120.4256,23.4535,30.0
2007-06-25 00:00:00,75.8275,11.2738,39.0
2007-06-25 00:00:00,76.074,11.7095,739.0
2007-06-25 00:00:00,72.9104,19.0298,113.0
2007-06-25 00:00:00,78.0501,15.8294,288.0
2007-06-25 00:00:00,80.6128,16.6252,25.0
2007-06-25 00:00:00,73.5189,16.9648,84.0
2007-06-25 00:00:00,79.1492,18.431,260.0
2007-06-27 00:00:00,-78.148,-0.356,3482.0
2007-06-28 00:00:00,121.553,38.9325,97.0
2007-07-01 00:00:00,107.293,21.0233,250.0
2007-07-01 00:00:00,-97.2688,32.7995,166.0
2007-07-02 00:00:00,73.8319,34.5625,1825.0
2007-07-03 00:00:00,9.398,60.4279,4.0
2007-07-03 00:00:00,130.5149,31.572,118.0
2007-07-04 00:00:00,-96.8229,18.5369,369.0
2007-07-05 00:00:00,83.6099,28.1952,1083.0
2007-07-05 00:00:00,-0.4367,51.3681,36.0
2007-07-08 00:00:00,-75.6896,45.4257,78.0
2007-07-10 00:00:00,125.4498,7.8098,951.0
2007-07-13 00:00:00,125.5593,8.9697,14.0
2007-07-13 23:00:00,-69.914,18.4757,50.0
2007-07-17 00:00:00,-5.9506,54.8226,316.0
2007-07-17 00:00:00,-123.8203,46.1836,123.0
2007-07-19 00:00:00,98.4667,25.0333,1636.0
2007-07-19 00:00:00,91.7986,26.1699,147.0
2007-07-20 00:00:00,-1.3166,51.4536,114.0
2007-07-22 00:00:00,98.4802,25.1424,2119.0
2007-07-24 00:00:00,-97.0317,32.7883,132.0
2007-07-25 00:00:00,-152.4346,57.7856,239.0
2007-07-25 00:00:00,-156.0898,20.6479,158.0
2007-07-26 00:00:00,91.88,25.38,1307.0
2007-07-28 00:00:00,120.413,0.777,16.0
2007-07-28 00:00:00,73.8277,15.4014,8.0
2007-07-28 00:00:00,83.2519,28.0764,1648.0
2007-07-30 00:00:00,78.439,30.733,1452.0
2007-08-02 00:00:00,87.2758,26.4596,77.0
2007-08-02 00:00:00,123.8897,10.3658,134.0
2007-08-03 00:00:00,83.529,27.9271,454.0
2007-08-04 00:00:00,114.2584,30.6018,27.0
2007-08-04 00:00:00,120.6794,16.3922,797.0
2007-08-06 00:00:00,-2.2651,57.6778,63.0
2007-08-06 00:00:00,-2.0885,60.1346,252.0
2007-08-06 12:10:00,126.0356157,7.365123589,940.0
2007-08-07 00:00:00,74.0253,15.0296,46.0
2007-08-07 00:00:00,109.0241,32.677,286.0
2007-08-08 00:00:00,120.5763,16.4357,1451.0
2007-08-08 00:00:00,94.4332,21.5332,168.0
2007-08-09 00:00:00,98.6333,14.7333,138.0
2007-08-09 00:00:00,-90.45,14.5667,1881.0
2007-08-09 00:00:00,74.8481,12.8733,44.0
2007-08-10 00:00:00,86.85,27.016,869.0
2007-08-10 00:00:00,145.5473,-41.7689,371.0
2007-08-10 00:00:00,81.601,28.601,686.0
2007-08-11 00:00:00,-76.5082,18.1258,147.0
2007-08-11 00:00:00,78.3027,30.0702,468.0
2007-08-11 00:00:00,34.75,0.2833,1557.0
2007-08-11 00:00:00,34.85,0.5,1504.0
2007-08-11 00:00:00,102.9955,29.9932,577.0
2007-08-12 00:00:00,34.2583,1.0439,2181.0
2007-08-13 00:00:00,72.983,35.273,3717.0
2007-08-13 00:00:00,78.499,17.3895,494.0
2007-08-14 00:00:00,-107.8818,39.9425,2470.0
2007-08-14 00:00:00,73.6106,26.2208,265.0
2007-08-14 12:00:00,123.619,10.15,145.0
2007-08-18 00:00:00,-92.4671,44.0304,302.0
2007-08-18 00:00:00,-109.8662,44.4659,1982.0
2007-08-19 00:00:00,120.6976,23.4715,1321.0
2007-08-19 00:00:00,-91.2806,43.689,217.0
2007-08-19 00:00:00,118.698,25.0045,22.0
2007-08-19 00:00:00,-91.2194,43.6796,230.0
2007-08-20 00:00:00,98.3834,8.8427,14.0
2007-08-20 00:00:00,116.0617,26.8629,254.0
2007-08-20 00:00:00,-80.7935,39.958,236.0
2007-08-21 00:00:00,-88.9286,15.5163,119.0
2007-08-22 00:00:00,105.6122,34.638,1491.0
2007-08-23 00:00:00,-97.85,19.9333,1958.0
2007-08-23 00:00:00,124.6807,39.9378,262.0
2007-08-23 00:00:00,100.8333,17.1167,208.0
2007-08-25 00:00:00,103.72,27.32,1992.0
2007-08-25 00:00:00,100.7943,4.8525,786.0
2007-08-25 00:00:00,104.5167,28.7,303.0
2007-08-26 00:00:00,121.1571,22.9798,182.0
2007-08-26 00:00:00,91.8506,25.5576,1686.0
2007-08-26 00:00:00,93.55,24.9667,571.0
2007-08-31 00:00:00,83.25,28.0667,1533.0
2007-08-31 00:00:00,88.3403,22.6461,10.0
2007-08-31 00:00:00,93.9667,25.1333,1012.0
2007-09-01 00:00:00,73.5446,17.2634,99.0
2007-09-01 00:00:00,116.831,-1.2654,65.0
2007-09-01 00:00:00,-60.6742,11.2415,318.0
2007-09-02 00:00:00,-107.622,24.9531,57.0
2007-09-02 00:00:00,81.6018,29.184,1557.0
2007-09-05 00:00:00,-114.4194,43.6846,1818.0
2007-09-06 00:00:00,-106.8295,40.4613,2067.0
2007-09-07 00:00:00,138.85,37.03,179.0
2007-09-07 00:00:00,35.4667,1.4833,992.0
2007-09-07 00:00:00,73.8362,15.5063,19.0
2007-09-08 00:00:00,93.9877,25.0604,1525.0
2007-09-08 00:00:00,99.0333,23.9,956.0
2007-09-09 00:00:00,-84.1167,10.0,1162.0
2007-09-09 00:00:00,-61.3642,15.3055,244.0
2007-09-10 00:00:00,90.9733,23.8917,13.0
2007-09-10 00:00:00,88.6236,27.3425,2049.0
2007-09-10 00:00:00,94.0691,24.2451,1285.0
2007-09-11 00:00:00,122.2,11.0333,225.0
2007-09-11 00:00:00,91.27,25.52,1348.0
2007-09-11 00:00:00,94.0564,24.4279,899.0
2007-09-12 00:00:00,87.2167,27.3667,837.0
2007-09-13 00:00:00,91.8,26.1833,68.0
2007-09-15 00:00:00,98.2559,8.5695,21.0
2007-09-17 00:00:00,-107.5798,39.5542,1694.0
2007-09-17 00:00:00,123.1706,9.9242,18.0
2007-09-18 00:00:00,15.0836,46.4719,441.0
2007-09-19 00:00:00,120.9413,28.1214,239.0
2007-09-19 00:00:00,29.583,-1.783,2210.0
2007-09-20 00:00:00,126.0353778,7.364469237,927.0
2007-09-20 00:00:00,100.1589,18.1578,163.0
2007-09-20 00:00:00,122.6167,10.6,130.0
2007-09-22 00:00:00,-90.5316,14.6229,1517.0
2007-09-22 00:00:00,-118.2974,34.1364,341.0
2007-09-23 00:00:00,83.9462,21.464,157.0
2007-09-24 00:00:00,169.1339,-44.3025,1203.0
2007-09-28 00:00:00,-97.9,20.2,1098.0
2007-09-29 00:00:00,121.1167,16.8333,957.0
2007-09-29 00:00:00,83.4833,27.8667,1428.0
2007-10-02 00:00:00,120.864,14.889,16.0
2007-10-03 00:00:00,116.5956,5.9975,1348.0
2007-10-05 00:00:00,121.4833,25.1167,4.0
2007-10-05 00:00:00,121.55,25.15,415.0
2007-10-05 00:00:00,103.9,21.3167,716.0
2007-10-05 00:00:00,105.35,20.04,164.0
2007-10-08 00:00:00,120.4216,28.1292,255.0
2007-10-09 00:00:00,-84.125,9.7789,1009.0
2007-10-10 00:00:00,117.7081,32.4792,56.0
2007-10-11 00:00:00,-84.407,9.9869,815.0
2007-10-11 00:00:00,-83.9451,10.0214,1642.0
2007-10-12 00:00:00,-77.7405,18.1257,16.0
2007-10-12 00:00:00,-72.4133,18.7335,70.0
2007-10-13 00:00:00,-76.7719,2.9437,1881.0
2007-10-14 00:00:00,123.0333,10.3333,68.0
2007-10-14 06:45:00,-118.47,34.3778,476.0
2007-10-15 00:00:00,107.9408,15.6045,29.0
2007-10-15 00:00:00,89.4,22.5333,2.0
2007-10-17 00:00:00,-76.35,17.95,117.0
2007-10-17 00:00:00,124.033,12.75,401.0
2007-10-18 00:00:00,167.9581,-44.7493,966.0
2007-10-18 00:00:00,-122.6717,45.2729,38.0
2007-10-19 00:00:00,91.5327,22.894,12.0
2007-10-19 00:00:00,94.1162,25.4379,1503.0
2007-10-19 00:00:00,116.4453,6.043,947.0
2007-10-19 00:00:00,120.5519,16.3183,1075.0
2007-10-21 00:00:00,93.4333,24.75,470.0
2007-10-24 00:00:00,-84.7575,10.0715,100.0
2007-10-26 00:00:00,76.6953,11.4046,2222.0
2007-10-26 00:00:00,150.4476,-10.3038,21.0
2007-10-26 00:00:00,15.2962,-4.3269,289.0
2007-10-26 01:00:00,98.3071,7.8882,129.0
2007-10-28 00:00:00,124.35,13.7,241.0
2007-10-28 00:00:00,-45.2007,-22.8287,559.0
2007-10-28 00:00:00,-4.823,56.1997,90.0
2007-10-29 00:00:00,123.3667,13.4,11.0
2007-10-29 00:00:00,15.266,-4.276,314.0
2007-10-29 00:00:00,-70.044,18.427,48.0
2007-10-29 00:00:00,-72.3361,18.5146,444.0
2007-10-30 00:00:00,107.966,15.5946,129.0
2007-10-30 00:00:00,77.1236,11.2777,374.0
2007-10-30 00:00:00,-118.4948,35.1368,1213.0
2007-10-31 00:00:00,-76.7088,18.037,452.0
2007-10-31 00:00:00,-76.9659,18.2152,285.0
2007-10-31 00:00:00,-92.5534,17.9493,4.0
2007-10-31 00:00:00,-76.6479,17.9384,68.0
2007-11-01 00:00:00,-70.6,19.305,229.0
2007-11-02 00:00:00,-121.9383,45.6706,151.0
2007-11-03 00:00:00,-157.829,21.3131,79.0
2007-11-04 00:00:00,-93.306,17.39,174.0
2007-11-04 00:00:00,124.3807,13.7143,10.0
2007-11-04 00:00:00,120.6101,16.3748,1269.0
2007-11-05 00:00:00,108.4852,15.234,641.0
2007-11-06 00:00:00,103.685,35.978,2227.0
2007-11-06 00:00:00,80.4119,6.1454,19.0
2007-11-09 00:00:00,108.2167,15.3333,126.0
2007-11-10 15:20:00,108.903,34.1622,432.0
2007-11-12 00:00:00,-77.2,18.4,194.0
2007-11-13 00:00:00,-121.5386,46.8677,1517.0
2007-11-13 22:00:00,125.5245,11.1719,3.0
2007-11-14 02:00:00,146.392,-38.1718,43.0
2007-11-17 00:00:00,-60.6312,11.2965,209.0
2007-11-18 00:00:00,21.65,37.4833,18.0
2007-11-19 00:00:00,125.5033192,9.762920707,7.0
2007-11-19 00:00:00,125.0039,12.5054,4.0
2007-11-19 00:00:00,125.570322,9.686187255,27.0
2007-11-19 00:00:00,125.5700193,9.630751852,91.0
2007-11-19 00:00:00,124.2856,13.6068,230.0
2007-11-20 00:00:00,110.3272,30.9947,898.0
2007-11-20 00:00:00,125.302781,8.204811901,601.0
2007-11-20 00:00:00,123.8514,10.3789,390.0
2007-11-20 00:00:00,125.277963,7.376079815,856.0
2007-11-20 00:00:00,124.3458148,8.385243799,256.0
2007-11-20 00:00:00,124.5345867,8.087753906,788.0
2007-11-22 00:00:00,-15.441,28.1223,73.0
2007-11-23 00:00:00,121.3088,14.4882,12.0
2007-11-23 00:00:00,124.21,13.949,343.0
2007-11-24 00:00:00,124.1604,13.7856,432.0
2007-11-25 00:00:00,121.25,17.75,391.0
2007-11-26 00:00:00,120.9096,18.5038,347.0
2007-11-28 00:00:00,-155.8801,19.4272,333.0
2007-11-30 00:00:00,-117.1378,33.0409,53.0
2007-12-01 00:00:00,13.8188,47.8734,651.0
2007-12-03 00:00:00,-123.0135,47.0568,46.0
2007-12-03 00:00:00,-122.3406,47.6373,15.0
2007-12-03 00:00:00,-123.1628,47.3434,18.0
2007-12-03 10:00:00,-123.1341,49.3,39.0
2007-12-04 17:30:00,-123.8673,43.6768,334.0
2007-12-05 00:00:00,107.4435,-6.7883,535.0
2007-12-05 00:00:00,-122.416,47.645,44.0
2007-12-07 14:30:00,-158.121,21.462,238.0
2007-12-08 00:00:00,-84.822,39.101,173.0
2007-12-08 00:00:00,-122.2039,47.4728,34.0
2007-12-11 00:00:00,38.235,-3.571,887.0
2007-12-11 00:00:00,-60.566,11.267,130.0
2007-12-11 00:00:00,-60.644,11.3,101.0
2007-12-11 00:00:00,-70.707,19.455,170.0
2007-12-11 12:00:00,-123.336,46.1049,94.0
2007-12-12 00:00:00,-66.051,18.432,-1.0
2007-12-12 00:00:00,-123.204,46.103,17.0
2007-12-16 00:00:00,-79.7569,40.3875,266.0
2007-12-19 00:00:00,-74.7631,4.847,216.0
2007-12-24 00:00:00,81.0473,6.9935,765.0
2007-12-26 00:00:00,111.1835,-7.6511,2141.0
2007-12-26 00:00:00,109.547,-7.6213,21.0
2007-12-31 00:00:00,111.1167,-7.6667,961.0
2008-01-01 00:00:00,-79.732,40.3916,320.0
2008-01-03 00:00:00,125.1251,10.1831,49.0
2008-01-03 00:00:00,106.5458,29.5524,196.0
2008-01-03 00:00:00,125.2172,10.0374,498.0
2008-01-03 00:00:00,114.4396,4.6401,18.0
2008-01-04 00:00:00,105.9,20.5667,9.0
2008-01-06 00:00:00,-117.207,32.8008,58.0
2008-01-06 00:00:00,112.6278,-7.972,458.0
2008-01-06 00:00:00,-123.8405,44.0302,23.0
2008-01-06 00:00:00,73.4538,34.3932,976.0
2008-01-07 00:00:00,75.1923,33.4341,1703.0
2008-01-07 00:00:00,-117.3042,33.0643,29.0
2008-01-07 00:00:00,-116.9016,32.5755,257.0
2008-01-10 00:00:00,-122.3829,44.8268,364.0
2008-01-13 00:00:00,117.1703,40.0074,54.0
2008-01-14 00:00:00,125.5583,7.0932,59.0
2008-01-15 00:00:00,-4.2571,55.8657,38.0
2008-01-15 00:00:00,55.652,25.5768,-1.0
2008-01-15 00:00:00,140.7058,-2.5338,15.0
2008-01-16 02:00:00,126.0367,7.8253,57.0
2008-01-16 17:30:00,101.3941,4.4606,1401.0
2008-01-19 00:00:00,138.4333,36.3167,685.0
2008-01-19 00:00:00,-122.3985,43.7548,426.0
2008-01-22 00:00:00,-2.2389,53.792,122.0
2008-01-24 00:00:00,-2.3939,51.5392,94.0
2008-01-28 19:30:00,-117.2619,32.8464,66.0
2008-01-31 00:00:00,-123.679,44.0302,89.0
2008-01-31 23:30:00,125.5986,7.8339,128.0
2008-02-03 00:00:00,67.3833,29.7,513.0
2008-02-03 00:00:00,-43.1314,-22.3758,764.0
2008-02-03 00:00:00,153.2298,-28.0667,459.0
2008-02-05 00:00:00,-79.8965,40.1833,272.0
2008-02-05 00:00:00,106.2839,-6.4978,100.0
2008-02-06 00:00:00,109.0338,-6.8644,7.0
2008-02-08 00:00:00,77.6092,12.9752,919.0
2008-02-09 00:00:00,-79.9458,40.4934,224.0
2008-02-11 00:00:00,-121.086,47.7463,1255.0
2008-02-13 00:00:00,76.7937,11.3484,1726.0
2008-02-15 00:00:00,110.8667,-6.7333,136.0
2008-02-16 00:00:00,-122.4936,37.6475,13.0
2008-02-17 00:00:00,125.4357,12.0478,5.0
2008-02-19 00:00:00,124.3101,13.8701,4.0
2008-02-19 00:00:00,35.7834,33.8122,1416.0
2008-02-20 00:00:00,108.701,14.9923,114.0
2008-02-23 00:00:00,125.8992,7.1633,12.0
2008-02-23 00:00:00,173.7463,-35.047,35.0
2008-02-24 00:00:00,109.0217,32.6751,339.0
2008-02-25 00:00:00,121.0922,14.6394,1.0
2008-02-28 00:00:00,-77.8928,-0.4635,1897.0
2008-03-04 00:00:00,-79.9321,40.4278,314.0
2008-03-05 00:00:00,145.7231,-16.9135,55.0
2008-03-05 00:00:00,-76.1311,-9.2114,698.0
2008-03-05 00:00:00,145.6331,-16.8164,340.0
2008-03-06 00:00:00,-118.4309,34.0312,53.0
2008-03-07 00:00:00,122.9747,10.7349,8.0
2008-03-09 00:00:00,-73.6385,42.7404,133.0
2008-03-10 00:00:00,-79.7822,40.4041,258.0
2008-03-13 00:00:00,101.4173,-2.233,2228.0
2008-03-14 00:00:00,-80.613,40.4634,307.0
2008-03-16 00:00:00,-84.2992,39.096,273.0
2008-03-20 23:00:00,125.4616,6.5309,45.0
2008-03-22 00:00:00,108.45,21.85,6.0
2008-03-24 00:00:00,-80.707,40.5573,211.0
2008-03-26 00:00:00,6.1628,62.4746,0.0
2008-03-28 00:00:00,-84.5657,39.1072,265.0
2008-04-01 00:00:00,-90.4312,38.9716,175.0
2008-04-01 00:00:00,-78.5347,-0.2196,3197.0
2008-04-05 00:00:00,74.9985,33.9337,1590.0
2008-04-05 00:00:00,73.1879,34.6861,2976.0
2008-04-08 00:00:00,-80.0726,40.5531,364.0
2008-04-09 00:00:00,144.9642,-6.0377,1461.0
2008-04-11 00:00:00,-90.857,43.6516,400.0
2008-04-11 00:00:00,-77.6613,-9.2965,3358.0
2008-04-13 00:00:00,-106.4879,39.625,2338.0
2008-04-16 00:00:00,100.4322,-0.9672,110.0
2008-04-16 00:00:00,-77.1007,18.4054,16.0
2008-04-19 00:00:00,13.4343,54.417,72.0
2008-04-19 00:00:00,110.85,31.1667,246.0
2008-04-20 00:00:00,178.4367,-17.9665,20.0
2008-04-20 00:00:00,114.0684,22.5777,107.0
2008-04-23 07:30:00,101.7673,3.185,209.0
2008-04-25 00:00:00,-91.6396,44.0344,207.0
2008-04-27 00:00:00,80.1744,6.7397,13.0
2008-04-28 00:00:00,80.3643,6.9634,611.0
2008-04-29 00:00:00,-71.6923,44.4175,280.0
2008-04-29 00:00:00,-72.0358,43.3207,339.0
2008-04-29 00:00:00,-117.8532,50.3162,791.0
2008-05-01 00:00:00,80.0317,7.1907,46.0
2008-05-02 00:00:00,123.8827,10.4014,336.0
2008-05-02 03:00:00,9.2307,61.9934,65.0
2008-05-05 00:00:00,23.3981,43.0797,473.0
2008-05-05 00:00:00,74.9845,33.9513,1596.0
2008-05-05 00:00:00,136.0438,-4.4032,37.0
2008-05-06 00:00:00,-2.9383,50.729,29.0
2008-05-07 00:00:00,123.7183,10.5339,2.0
2008-05-09 00:00:00,106.4167,23.1333,750.0
2008-05-09 00:00:00,175.2362,-41.5877,28.0
2008-05-09 00:00:00,-79.7199,36.6619,288.0
2008-05-11 05:45:00,-76.9216,38.8162,63.0
2008-05-12 00:00:00,-81.2584,38.1362,497.0
2008-05-13 00:00:00,123.26,9.2903,120.0
2008-05-14 00:00:00,123.2211,9.2404,511.0
2008-05-17 00:00:00,-116.9875,51.3336,889.0
2008-05-17 00:00:00,120.6769,16.3639,802.0
2008-05-17 00:00:00,103.4823163,31.06891436,1206.0
2008-05-17 00:00:00,122.4742,11.0551,181.0
2008-05-18 00:00:00,120.832,16.4956,951.0
2008-05-18 00:00:00,120.7967,16.7489,2100.0
2008-05-18 00:00:00,-117.4619,49.7701,650.0
2008-05-19 00:00:00,112.5827,-7.0678,7.0
2008-05-20 00:00:00,-84.5289,39.0447,197.0
2008-05-20 00:00:00,178.3623,-18.0903,63.0
2008-05-21 00:00:00,-122.197,47.5023,31.0
2008-05-22 00:00:00,-117.6428,33.7112,392.0
2008-05-22 00:00:00,-70.4516,-34.103,1618.0
2008-05-23 00:00:00,-118.0459,34.1742,373.0
2008-05-24 00:00:00,72.3183,34.8685,1383.0
2008-05-24 00:00:00,123.8852,10.3472,142.0
2008-05-28 00:00:00,76.8403,9.7327,441.0
2008-05-28 00:00:00,-106.7839,39.3707,2487.0
2008-05-29 00:00:00,-85.3555,10.4024,14.0
2008-05-29 00:00:00,121.2541,14.7231,297.0
2008-05-30 00:00:00,7.376,45.7513,736.0
2008-05-30 00:00:00,7.6639,44.6467,315.0
2008-05-30 00:00:00,7.1526,44.8098,730.0
2008-05-30 00:00:00,80.3897,6.6643,92.0
2008-05-31 00:00:00,-75.6039,6.2746,1583.0
2008-06-01 00:00:00,-90.6755,14.4226,1298.0
2008-06-02 00:00:00,43.6319,15.5892,1901.0
2008-06-02 00:00:00,-89.2687,13.7205,1428.0
2008-06-02 00:00:00,35.7774,0.4406,2085.0
2008-06-02 06:00:00,123.8359355,10.33602912,413.0
2008-06-06 00:00:00,73.8377,15.3925,44.0
2008-06-06 00:00:00,114.0818,22.6214,107.0
2008-06-06 00:00:00,123.9013,10.3114,15.0
2008-06-06 00:00:00,120.280149,-8.773461589,1290.0
2008-06-06 00:00:00,152.8915,-26.8494,162.0
2008-06-07 00:00:00,114.0519,22.3682,120.0
2008-06-07 00:00:00,106.7361,10.7069,5.0
2008-06-07 00:00:00,113.5051,22.7102,1.0
2008-06-07 00:00:00,-86.4209,39.4279,190.0
2008-06-09 00:00:00,93.9784,24.6596,777.0
2008-06-10 00:00:00,119.6038,-4.8386,8.0
2008-06-12 00:00:00,131.5241,33.2367,197.0
2008-06-13 10:20:00,111.3054,37.7356,1175.0
2008-06-14 00:00:00,141.0151,38.7175,67.0
2008-06-14 00:00:00,93.6287,27.0998,407.0
2008-06-15 00:00:00,94.0989,27.2298,95.0
2008-06-15 00:00:00,75.0944,32.5659,345.0
2008-06-16 00:00:00,-75.2291,41.942,281.0
2008-06-16 00:00:00,114.3093,30.5475,45.0
2008-06-18 00:00:00,30.6667,-30.3167,152.0
2008-06-18 00:00:00,-90.5403,14.651,1519.0
2008-06-19 00:00:00,93.8275,24.9336,1033.0
2008-06-20 00:00:00,30.6551,-30.4489,41.0
2008-06-20 00:00:00,-92.9331,35.7885,373.0
2008-06-21 00:00:00,124.6815,6.2189,880.0
2008-06-21 00:00:00,123.08,10.26,42.0
2008-06-21 00:00:00,124.2396,7.1514,54.0
2008-06-21 00:00:00,130.5773,32.6457,273.0
